user_id,timestamp,user_message,intent
user_30,2026-01-03 03:45:28.287965,delivery date for my order,Check_Order
user_7,2025-12-30 22:06:09.287970,my item is damaged,Refund_Request
user_19,2026-01-09 07:05:55.287976,can't log into my account,Account_Assistance
user_17,2026-01-09 06:49:35.287982,prime video not working,Technical_Issue
user_45,2026-01-03 17:04:35.287988,rate my experience,Feedback
user_33,2025-12-28 14:48:15.287994,talk to human agent,Customer_Service_Contact
user_19,2026-01-05 01:26:53.287999,asdfghjkl,Fallback
user_24,2026-01-14 08:08:34.288005,how to return a product?,Refund_Request
user_5,2025-12-21 01:32:53.288012,delivery date for my order,Check_Order
user_17,2026-01-06 17:45:23.288018,app is crashing,Technical_Issue
user_42,2026-01-03 20:31:52.288024,compatibility questions,Product_Inquiry
user_9,2026-01-12 09:22:17.288029,!!,Fallback
user_30,2025-12-29 04:58:54.288035,I need to speak with someone,Customer_Service_Contact
user_30,2026-01-09 05:57:39.288041,login failed,Technical_Issue
user_27,2025-12-23 14:07:06.288047,hello,Greeting
user_4,2025-12-22 09:04:37.288052,connect me to support,Customer_Service_Contact
user_42,2026-01-17 09:02:26.288058,what?,Fallback
user_35,2026-01-03 18:18:24.288064,talk to human agent,Customer_Service_Contact
user_13,2025-12-29 14:56:40.288070,update payment method,Account_Assistance
user_5,2026-01-08 07:33:27.288076,can I speak to a purple elephant?,Fallback
user_21,2025-12-29 04:03:01.288082,!!,Fallback
user_43,2025-12-21 08:54:45.288087,app is crashing,Technical_Issue
user_25,2025-12-25 06:03:03.288093,who are you?,Fallback
user_1,2026-01-10 15:21:51.288099,money back please,Refund_Request
user_21,2025-12-26 02:21:12.288104,shipping update,Check_Order
user_24,2025-12-24 07:05:29.288110,wrong size,Refund_Request
user_18,2026-01-03 08:40:56.288116,connect me to support,Customer_Service_Contact
user_16,2026-01-02 13:26:16.288122,greetings,Greeting
user_8,2025-12-30 15:34:34.288128,tell me about product X,Product_Inquiry
user_41,2025-12-29 07:28:24.288133,order arrived yet?,Check_Order
user_47,2026-01-08 19:17:02.288139,where is my package?,Check_Order
user_32,2026-01-14 20:53:06.288145,connect me to support,Customer_Service_Contact
user_41,2026-01-06 20:41:49.288151,greetings,Greeting
user_16,2025-12-27 14:58:39.288157,website not loading,Technical_Issue
user_29,2026-01-08 16:33:23.288163,account suspended,Account_Assistance
user_11,2026-01-16 21:00:05.288169,what?,Fallback
user_7,2025-12-27 06:36:38.288174,website not loading,Technical_Issue
user_36,2026-01-13 19:27:07.288180,can't log into my account,Account_Assistance
user_19,2026-01-12 06:18:15.288188,alexa is not responding,Technical_Issue
user_35,2026-01-18 13:27:39.288194,track order,Check_Order
user_46,2025-12-29 09:18:02.288201,how to change my address?,Account_Assistance
user_35,2026-01-08 03:18:23.288209,I need to speak with someone,Customer_Service_Contact
user_41,2026-01-15 10:58:41.288215,connect me to support,Customer_Service_Contact
user_16,2025-12-30 14:06:13.288221,feedback about your service,Feedback
user_42,2026-01-16 14:35:03.288226,!!,Fallback
user_50,2026-01-11 06:55:55.288232,product specifications,Product_Inquiry
user_10,2026-01-08 12:27:46.288238,how to change my address?,Account_Assistance
user_5,2026-01-15 05:34:16.288244,what are the features of this laptop?,Product_Inquiry
user_47,2025-12-22 19:34:44.288249,alexa is not responding,Technical_Issue
user_9,2025-12-22 00:03:54.288256,hey there,Greeting
user_36,2026-01-13 06:43:00.288262,where is my package?,Check_Order
user_13,2026-01-02 03:09:48.288269,can I track my recent purchase?,Check_Order
user_41,2026-01-10 18:56:39.288276,asdfghjkl,Fallback
user_23,2025-12-22 16:40:27.288282,hey there,Greeting
user_42,2026-01-10 17:32:59.288288,hi,Greeting
user_31,2025-12-27 20:52:28.288294,speak to a representative,Customer_Service_Contact
user_7,2025-12-28 14:55:07.288300,feedback about your service,Feedback
user_2,2025-12-27 02:35:05.288307,login failed,Technical_Issue
user_22,2026-01-12 11:51:01.288313,I don't understand,Fallback
user_40,2025-12-31 08:07:53.288320,feedback about your service,Feedback
user_12,2026-01-13 09:37:16.288326,who are you?,Fallback
user_17,2025-12-28 15:06:39.288332,feedback about your service,Feedback
user_20,2026-01-18 12:26:47.288338,talk to human agent,Customer_Service_Contact
user_33,2026-01-01 05:38:34.288343,kindle not syncing,Technical_Issue
user_12,2026-01-02 10:11:53.288349,manage my subscriptions,Account_Assistance
user_17,2026-01-07 18:46:17.288355,I have a suggestion,Feedback
user_39,2026-01-01 06:00:53.288360,is product Z in stock?,Product_Inquiry
user_20,2026-01-01 19:00:34.288366,I have a suggestion,Feedback
user_8,2026-01-05 05:52:39.288372,talk to human agent,Customer_Service_Contact
user_30,2026-01-07 11:23:53.288378,connect me to support,Customer_Service_Contact
user_33,2026-01-05 07:36:37.288383,good morning,Greeting
user_37,2025-12-26 20:55:12.288389,feedback about your service,Feedback
user_9,2025-12-25 10:04:18.288395,connect me to support,Customer_Service_Contact
user_40,2025-12-23 09:24:00.288400,prime membership issues,Account_Assistance
user_40,2025-12-20 17:32:56.288437,hi,Greeting
user_33,2026-01-03 06:06:45.288452,website not loading,Technical_Issue
user_6,2025-12-23 11:30:36.288458,I have a suggestion,Feedback
user_1,2026-01-11 09:28:22.288464,hello,Greeting
user_42,2026-01-13 13:32:35.288470,what?,Fallback
user_18,2026-01-17 15:05:14.288476,status of order #123,Check_Order
user_19,2026-01-05 19:29:57.288482,return item,Refund_Request
user_1,2025-12-23 01:53:25.288487,who are you?,Fallback
user_40,2026-01-20 08:17:52.288493,feedback about your service,Feedback
user_42,2025-12-28 22:29:11.288499,feedback about your service,Feedback
user_18,2025-12-31 20:20:16.288505,track order,Check_Order
user_19,2025-12-25 20:58:38.288511,hi,Greeting
user_16,2025-12-31 03:50:33.288517,good morning,Greeting
user_44,2025-12-24 14:47:05.288523,!!,Fallback
user_5,2026-01-11 04:24:29.288528,can't log into my account,Account_Assistance
user_45,2025-12-21 03:51:25.288534,cancel an order,Refund_Request
user_22,2026-01-07 04:19:47.288540,rate my experience,Feedback
user_11,2025-12-27 05:54:58.288546,price of item Y,Product_Inquiry
user_32,2025-12-22 23:48:23.288552,I have a suggestion,Feedback
user_6,2025-12-20 16:21:26.288558,can I speak to a purple elephant?,Fallback
user_48,2026-01-07 00:47:33.288563,order arrived yet?,Check_Order
user_7,2025-12-25 00:29:15.288569,change my password,Account_Assistance
user_17,2025-12-27 02:00:29.288575,prime video not working,Technical_Issue
user_14,2025-12-27 23:00:35.288581,track order,Check_Order
user_20,2026-01-07 11:00:37.288586,I have a suggestion,Feedback
user_33,2025-12-26 01:09:08.288592,greetings,Greeting
user_19,2026-01-04 10:08:39.288598,I need to speak with someone,Customer_Service_Contact
user_42,2026-01-11 13:12:42.288604,can I speak to a purple elephant?,Fallback
user_1,2026-01-03 12:13:58.288610,feedback about your service,Feedback
user_21,2025-12-21 03:11:37.288615,has my order shipped?,Check_Order
user_50,2026-01-06 07:09:27.288621,compatibility questions,Product_Inquiry
user_25,2026-01-19 12:26:09.288627,greetings,Greeting
user_6,2026-01-12 22:03:05.288633,greetings,Greeting
user_24,2026-01-18 07:08:13.288639,cannot access my account,Technical_Issue
user_18,2026-01-05 01:19:22.288644,can I get help from a person?,Customer_Service_Contact
user_22,2025-12-29 01:16:38.288650,I need to speak with someone,Customer_Service_Contact
user_18,2026-01-08 05:16:59.288655,track order,Check_Order
user_9,2026-01-16 06:24:33.288662,greetings,Greeting
user_25,2026-01-16 00:35:54.288668,how to change my address?,Account_Assistance
user_23,2025-12-28 12:21:07.288673,money back please,Refund_Request
user_7,2025-12-21 02:09:54.288679,what?,Fallback
user_12,2026-01-09 05:04:13.288685,!!,Fallback
user_21,2026-01-14 18:03:35.288690,missing package,Check_Order
user_16,2026-01-07 13:51:32.288696,feedback about your service,Feedback
user_28,2026-01-07 22:43:04.288702,error 404,Technical_Issue
user_47,2026-01-03 20:51:36.288708,I need to speak with someone,Customer_Service_Contact
user_6,2026-01-10 08:21:13.288713,can I speak to a purple elephant?,Fallback
user_13,2026-01-07 19:44:41.288719,price of item Y,Product_Inquiry
user_27,2026-01-14 20:31:15.288725,speak to a representative,Customer_Service_Contact
user_47,2025-12-26 05:44:15.288730,order arrived yet?,Check_Order
user_11,2026-01-10 09:41:28.288736,can I speak to a purple elephant?,Fallback
user_6,2025-12-26 10:43:39.288742,can't log into my account,Account_Assistance
user_5,2026-01-07 03:33:55.288747,has my order shipped?,Check_Order
user_42,2025-12-24 16:43:13.288753,prime membership issues,Account_Assistance
user_1,2025-12-31 23:54:44.288759,greetings,Greeting
user_19,2025-12-30 10:38:44.288765,speak to a representative,Customer_Service_Contact
user_6,2025-12-31 00:45:30.288770,issue with my recent purchase,Refund_Request
user_38,2026-01-18 23:22:10.288776,status of order #123,Check_Order
user_40,2026-01-07 08:30:03.288782,manage my subscriptions,Account_Assistance
user_44,2026-01-01 04:51:46.288788,login failed,Technical_Issue
user_9,2026-01-06 23:05:54.288793,!!,Fallback
user_31,2026-01-19 12:35:13.288799,what?,Fallback
user_40,2026-01-07 22:09:44.288805,how to change my address?,Account_Assistance
user_22,2026-01-17 09:45:23.288811,shipping update,Check_Order
user_23,2026-01-18 01:04:44.288817,connect me to support,Customer_Service_Contact
user_26,2026-01-01 03:56:05.288823,account suspended,Account_Assistance
user_22,2025-12-23 09:55:37.288829,!!,Fallback
user_6,2026-01-11 17:53:14.288835,cancel an order,Refund_Request
user_31,2026-01-09 22:41:13.288841,wrong size,Refund_Request
user_20,2026-01-14 03:04:54.288847,compare product A and B,Product_Inquiry
user_48,2026-01-17 20:37:04.288853,hello,Greeting
user_40,2026-01-08 16:38:14.288860,website not loading,Technical_Issue
user_50,2025-12-22 02:58:17.288866,price of item Y,Product_Inquiry
user_13,2026-01-07 00:42:17.288872,app is crashing,Technical_Issue
user_31,2026-01-16 20:03:27.288878,I need to speak with someone,Customer_Service_Contact
user_22,2025-12-21 19:36:31.288884,hello,Greeting
user_43,2025-12-28 19:47:17.288890,update payment method,Account_Assistance
user_11,2025-12-23 14:11:47.288896,return item,Refund_Request
user_28,2026-01-11 18:48:35.288902,status of order #123,Check_Order
user_19,2026-01-06 18:33:48.288908,website not loading,Technical_Issue
user_49,2026-01-03 23:24:04.288914,feedback about your service,Feedback
user_2,2026-01-05 18:46:40.288919,I have a suggestion,Feedback
user_38,2026-01-05 22:35:55.288925,who are you?,Fallback
user_2,2025-12-26 03:48:19.288931,prime video not working,Technical_Issue
user_5,2026-01-02 03:21:42.288937,cancel an order,Refund_Request
user_5,2026-01-17 20:25:22.288943,feedback about your service,Feedback
user_8,2026-01-10 12:44:37.288949,I don't understand,Fallback
user_40,2025-12-24 10:14:27.288955,I have a suggestion,Feedback
user_45,2025-12-26 00:41:57.288961,speak to a representative,Customer_Service_Contact
user_12,2026-01-10 05:41:13.288967,error 404,Technical_Issue
user_6,2026-01-05 11:49:26.288973,can I speak to a purple elephant?,Fallback
user_23,2026-01-04 23:02:27.288979,can I speak to a purple elephant?,Fallback
user_44,2026-01-04 12:29:58.288985,good morning,Greeting
user_41,2026-01-09 23:21:53.288990,error 404,Technical_Issue
user_48,2026-01-13 14:46:40.289010,what?,Fallback
user_34,2025-12-30 22:34:15.289016,alexa is not responding,Technical_Issue
user_35,2026-01-16 02:10:11.289022,money back please,Refund_Request
user_46,2025-12-31 11:12:03.289028,hey there,Greeting
user_3,2026-01-12 06:34:33.289034,speak to a representative,Customer_Service_Contact
user_41,2026-01-01 10:35:09.289041,talk to human agent,Customer_Service_Contact
user_44,2025-12-27 23:59:20.289047,compare product A and B,Product_Inquiry
user_3,2026-01-16 10:27:18.289053,price of item Y,Product_Inquiry
user_44,2026-01-05 14:08:26.289058,return item,Refund_Request
user_43,2025-12-29 00:33:47.289064,asdfghjkl,Fallback
user_4,2026-01-16 11:11:34.289070,defective item,Refund_Request
user_35,2025-12-28 18:27:49.289076,prime membership issues,Account_Assistance
user_41,2026-01-09 15:16:42.289082,I have a suggestion,Feedback
user_39,2026-01-10 22:44:30.289088,error 404,Technical_Issue
user_29,2026-01-16 17:15:41.289094,asdfghjkl,Fallback
user_8,2026-01-04 14:31:25.289100,wrong size,Refund_Request
user_7,2026-01-09 20:26:06.289106,alexa is not responding,Technical_Issue
user_24,2026-01-05 19:03:56.289112,manage my subscriptions,Account_Assistance
user_27,2026-01-11 13:48:26.289118,product specifications,Product_Inquiry
user_28,2026-01-06 20:43:46.289123,where is my package?,Check_Order
user_48,2026-01-05 15:53:13.289129,change my password,Account_Assistance
user_48,2026-01-09 22:50:51.289135,how to return a product?,Refund_Request
user_29,2025-12-21 21:06:39.289141,I don't understand,Fallback
user_50,2026-01-17 21:48:49.289146,can't log into my account,Account_Assistance
user_15,2025-12-26 00:47:52.289152,alexa is not responding,Technical_Issue
user_38,2026-01-02 22:54:57.289158,how to change my address?,Account_Assistance
user_15,2026-01-14 03:30:02.289164,hey there,Greeting
user_29,2026-01-15 22:49:42.289170,feedback about your service,Feedback
user_26,2026-01-03 15:00:27.289175,update payment method,Account_Assistance
user_31,2026-01-06 05:07:37.289181,return item,Refund_Request
user_15,2026-01-06 01:52:05.289189,money back please,Refund_Request
user_48,2026-01-02 08:31:38.289195,what are the features of this laptop?,Product_Inquiry
user_50,2025-12-25 14:44:10.289201,compatibility questions,Product_Inquiry
user_3,2025-12-24 08:43:22.289206,what are the features of this laptop?,Product_Inquiry
user_16,2026-01-02 08:27:47.289212,speak to a representative,Customer_Service_Contact
user_5,2025-12-23 04:46:38.289218,hey there,Greeting
user_15,2026-01-20 04:23:41.289224,connect me to support,Customer_Service_Contact
user_26,2026-01-09 21:45:50.289230,I have a suggestion,Feedback
user_25,2026-01-12 08:34:31.289235,app is crashing,Technical_Issue
user_34,2026-01-16 08:10:57.289241,tell me about product X,Product_Inquiry
user_26,2026-01-17 10:48:57.289247,manage my subscriptions,Account_Assistance
user_26,2026-01-08 23:01:22.289253,kindle not syncing,Technical_Issue
user_19,2026-01-11 13:43:19.289258,issue with my recent purchase,Refund_Request
user_27,2025-12-31 01:45:28.289264,order arrived yet?,Check_Order
user_22,2026-01-01 06:57:10.289270,i want a refund,Refund_Request
user_34,2025-12-22 17:22:36.289277,I don't understand,Fallback
user_48,2025-12-29 00:21:25.289282,who are you?,Fallback
user_12,2025-12-29 12:33:50.289288,asdfghjkl,Fallback
user_15,2026-01-12 00:02:09.289294,is product Z in stock?,Product_Inquiry
user_33,2025-12-25 13:40:49.289299,I need to speak with someone,Customer_Service_Contact
user_40,2026-01-13 14:36:05.289305,wrong size,Refund_Request
user_45,2025-12-24 00:53:11.289311,I don't understand,Fallback
user_9,2026-01-07 19:35:34.289317,greetings,Greeting
user_43,2026-01-15 23:00:36.289323,asdfghjkl,Fallback
user_40,2026-01-07 17:14:53.289328,shipping update,Check_Order
user_43,2025-12-23 00:31:29.289334,app is crashing,Technical_Issue
user_49,2026-01-09 15:50:53.289340,shipping update,Check_Order
user_24,2026-01-12 03:55:35.289346,can I get help from a person?,Customer_Service_Contact
user_45,2026-01-01 05:35:26.289351,I have a suggestion,Feedback
user_24,2025-12-25 21:16:55.289358,website not loading,Technical_Issue
user_25,2025-12-25 06:26:52.289364,talk to human agent,Customer_Service_Contact
user_19,2026-01-03 16:02:35.289370,compare product A and B,Product_Inquiry
user_27,2026-01-14 02:27:54.289376,I have a suggestion,Feedback
user_5,2026-01-19 11:49:16.289382,what are the features of this laptop?,Product_Inquiry
user_7,2026-01-02 09:01:48.289388,speak to a representative,Customer_Service_Contact
user_14,2026-01-18 21:47:38.289394,rate my experience,Feedback
user_44,2025-12-20 23:49:23.289400,hey there,Greeting
user_3,2026-01-11 04:16:20.289444,hey there,Greeting
user_6,2025-12-31 11:09:48.289451,product specifications,Product_Inquiry
user_36,2026-01-06 12:53:19.289457,app is crashing,Technical_Issue
user_28,2025-12-21 12:50:56.289463,error 404,Technical_Issue
user_25,2026-01-17 22:45:43.289469,can I track my recent purchase?,Check_Order
user_40,2025-12-20 19:23:42.289475,good morning,Greeting
user_21,2025-12-29 10:17:56.289481,money back please,Refund_Request
user_48,2026-01-18 12:53:24.289486,how to return a product?,Refund_Request
user_38,2026-01-10 13:27:16.289492,manage my subscriptions,Account_Assistance
user_10,2026-01-11 07:43:22.289498,cancel an order,Refund_Request
user_48,2025-12-30 12:21:06.289504,cannot access my account,Technical_Issue
user_27,2025-12-21 13:35:58.289509,return item,Refund_Request
user_11,2025-12-29 11:22:04.289515,!!,Fallback
user_9,2026-01-06 05:12:13.289521,has my order shipped?,Check_Order
user_5,2026-01-04 05:47:57.289527,I need to speak with someone,Customer_Service_Contact
user_26,2026-01-12 07:24:47.289533,I don't understand,Fallback
user_3,2025-12-30 23:25:01.289539,greetings,Greeting
user_7,2025-12-29 10:46:26.289545,product specifications,Product_Inquiry
user_29,2026-01-08 15:22:58.289550,I need to speak with someone,Customer_Service_Contact
user_16,2025-12-22 22:27:14.289556,tell me about product X,Product_Inquiry
user_10,2026-01-05 07:56:08.289562,can I get help from a person?,Customer_Service_Contact
user_3,2025-12-21 18:12:19.289568,who are you?,Fallback
user_36,2025-12-25 06:51:55.289574,track order,Check_Order
user_23,2025-12-30 23:43:26.289580,can I speak to a purple elephant?,Fallback
user_31,2025-12-25 06:30:51.289586,rate my experience,Feedback
user_45,2026-01-15 22:28:45.289591,what are the features of this laptop?,Product_Inquiry
user_12,2026-01-16 03:42:01.289597,can I speak to a purple elephant?,Fallback
user_40,2025-12-23 05:40:09.289603,feedback about your service,Feedback
user_41,2026-01-18 00:20:23.289609,I have a suggestion,Feedback
user_27,2025-12-24 20:21:01.289615,talk to human agent,Customer_Service_Contact
user_34,2025-12-20 13:29:36.289621,how to return a product?,Refund_Request
user_4,2025-12-29 19:27:08.289626,I don't understand,Fallback
user_16,2026-01-07 18:40:46.289632,compare product A and B,Product_Inquiry
user_35,2026-01-19 22:45:56.289638,return item,Refund_Request
user_11,2025-12-27 09:29:40.289643,hello,Greeting
user_28,2025-12-31 08:44:49.289649,can I speak to a purple elephant?,Fallback
user_31,2026-01-17 23:24:22.289655,can I track my recent purchase?,Check_Order
user_35,2025-12-26 13:58:17.289661,can't log into my account,Account_Assistance
user_16,2025-12-26 01:20:06.289667,defective item,Refund_Request
user_38,2026-01-04 15:36:24.289673,what?,Fallback
user_23,2026-01-02 07:03:59.289679,I have a suggestion,Feedback
user_29,2026-01-10 03:08:19.289685,order arrived yet?,Check_Order
user_47,2025-12-24 07:09:28.289691,I have a suggestion,Feedback
user_18,2026-01-13 11:20:56.289697,feedback about your service,Feedback
user_38,2026-01-12 08:14:13.289703,greetings,Greeting
user_28,2026-01-14 18:54:20.289709,I have a suggestion,Feedback
user_8,2025-12-28 04:14:20.289716,website not loading,Technical_Issue
user_6,2026-01-19 05:49:29.289722,who are you?,Fallback
user_5,2026-01-04 07:29:21.289728,alexa is not responding,Technical_Issue
user_31,2025-12-27 07:52:35.289733,feedback about your service,Feedback
user_42,2025-12-25 22:29:13.289739,can't log into my account,Account_Assistance
user_31,2026-01-14 09:46:42.289745,talk to human agent,Customer_Service_Contact
user_46,2026-01-13 00:27:41.289751,compatibility questions,Product_Inquiry
user_48,2026-01-02 15:01:53.289757,website not loading,Technical_Issue
user_31,2026-01-09 02:58:16.289762,how to change my address?,Account_Assistance
user_49,2026-01-16 17:44:30.289768,i want a refund,Refund_Request
user_6,2026-01-14 05:21:49.289774,price of item Y,Product_Inquiry
user_33,2025-12-27 09:39:32.289780,kindle not syncing,Technical_Issue
user_50,2026-01-02 14:12:30.289785,!!,Fallback
user_18,2026-01-06 03:17:45.289791,speak to a representative,Customer_Service_Contact
user_11,2026-01-17 12:06:27.289797,!!,Fallback
user_41,2025-12-30 12:04:11.289803,greetings,Greeting
user_48,2025-12-25 12:35:59.289808,price of item Y,Product_Inquiry
user_19,2026-01-17 11:28:26.289814,good morning,Greeting
user_9,2026-01-03 08:02:09.289820,shipping update,Check_Order
user_30,2025-12-20 21:34:54.289826,can't log into my account,Account_Assistance
user_2,2025-12-29 22:45:23.289831,can I get help from a person?,Customer_Service_Contact
user_26,2025-12-23 20:30:32.289837,return item,Refund_Request
user_26,2026-01-05 23:34:14.289843,website not loading,Technical_Issue
user_20,2026-01-15 03:32:49.289849,rate my experience,Feedback
user_16,2026-01-10 21:45:38.289856,tell me about product X,Product_Inquiry
user_50,2026-01-01 10:46:42.289862,app is crashing,Technical_Issue
user_12,2026-01-18 21:44:33.289868,I need to speak with someone,Customer_Service_Contact
user_48,2025-12-22 23:04:31.289874,update payment method,Account_Assistance
user_32,2026-01-19 02:54:18.289880,track order,Check_Order
user_11,2026-01-12 00:50:22.289886,app is crashing,Technical_Issue
user_42,2026-01-08 09:23:08.289891,defective item,Refund_Request
user_38,2026-01-12 07:17:27.289897,change my password,Account_Assistance
user_20,2025-12-26 07:07:39.289903,app is crashing,Technical_Issue
user_18,2026-01-09 09:03:53.289909,kindle not syncing,Technical_Issue
user_30,2025-12-31 05:31:51.289914,how to change my address?,Account_Assistance
user_27,2026-01-03 05:39:19.289920,can I get help from a person?,Customer_Service_Contact
user_10,2026-01-04 14:34:46.289926,change my password,Account_Assistance
user_20,2025-12-31 05:40:24.289932,!!,Fallback
user_43,2026-01-06 15:23:36.289938,can I get help from a person?,Customer_Service_Contact
user_21,2026-01-06 17:28:40.289943,can I speak to a purple elephant?,Fallback
user_1,2026-01-15 10:46:19.289949,greetings,Greeting
user_15,2025-12-27 18:05:32.289955,price of item Y,Product_Inquiry
user_21,2026-01-01 23:17:26.289961,order arrived yet?,Check_Order
user_1,2026-01-14 08:10:29.289966,hi,Greeting
user_11,2026-01-06 07:03:09.289972,can I get help from a person?,Customer_Service_Contact
user_47,2026-01-11 01:45:48.289978,missing package,Check_Order
user_15,2025-12-26 14:36:44.289984,kindle not syncing,Technical_Issue
